Sales id,Vehicle id,Vehicle Category,Brand,Body Type,Model,Fuel Type,Year,Month,Monthly Sales,Mumbai Sales,Delhi Sales,Total Sales,MoM(%),"Vehicle Price(EX-showroom,RTO,Insurance)",Sales Type(New/Resold),Vehicle Age,Resale Value,Depreciation Rate(%)
S207,V015,Car,Maruti Suzuki,MUV,Ertiga,CNG,2023,July,14352,1716,2282,3998,-14.19,1260476,Resold,5,98015,40
S208,V015,Car,Maruti Suzuki,MUV,Ertiga,CNG,2023,August,12315,1473,1958,3431,9.85,1260476,Resold,5,98015,40
S209,V015,Car,Maruti Suzuki,MUV,Ertiga,CNG,2023,September,13528,1618,2151,3769,5.03,1260476,Resold,5,98015,40
S210,V015,Car,Maruti Suzuki,MUV,Ertiga,CNG,2023,October,14209,1699,2259,3958,-9.52,1260476,Resold,5,98015,40
S211,V015,Car,Maruti Suzuki,MUV,Ertiga,CNG,2023,November,12857,1538,2044,3582,0.92,1260476,Resold,5,98015,40
S212,V015,Car,Maruti Suzuki,MUV,Ertiga,CNG,2023,December,12975,1552,2063,3615,-36.58,1260476,Resold,5,98015,40
S213,V016,Car,Hyundai,SUV,Exter,CNG,2024,January,8229,936,1234,2170,-7.86,962918,Resold,2,695708,15
S214,V016,Car,Hyundai,SUV,Exter,CNG,2024,February,7582,863,1137,2000,11.78,962918,Resold,2,695708,15
S215,V016,Car,Hyundai,SUV,Exter,CNG,2024,March,8475,964,1271,2235,-8.48,962918,Resold,2,695708,15
S216,V016,Car,Hyundai,SUV,Exter,CNG,2024,April,7756,883,1163,2046,-0.76,962918,Resold,2,695708,15
S217,V016,Car,Hyundai,SUV,Exter,CNG,2024,May,7697,876,1155,2031,-10.25,962918,Resold,2,695708,15
S218,V016,Car,Hyundai,SUV,Exter,CNG,2024,June,6908,786,1036,1822,-12.61,962918,Resold,2,695708,15
S219,V016,Car,Hyundai,SUV,Exter,CNG,2024,July,6037,687,906,1593,9.86,962918,Resold,2,695708,15
S220,V016,Car,Hyundai,SUV,Exter,CNG,2024,August,6632,755,995,1750,4.16,962918,Resold,2,695708,15
S221,V016,Car,Hyundai,SUV,Exter,CNG,2024,September,6908,786,1036,1822,3.17,962918,Resold,2,695708,15
S222,V016,Car,Hyundai,SUV,Exter,CNG,2024,October,7127,811,1069,1880,-19.36,962918,Resold,2,695708,15
S223,V016,Car,Hyundai,SUV,Exter,CNG,2024,November,5747,654,862,1516,-8.3,962918,Resold,2,695708,15
S224,V016,Car,Hyundai,SUV,Exter,CNG,2024,December,5270,600,791,1391,-100,962918,Resold,2,695708,15
S225,V016,Car,Hyundai,SUV,Exter,CNG,2023,May,0,0,0,0,0,962918,Resold,2,695708,15
S226,V016,Car,Hyundai,SUV,Exter,CNG,2023,July,7000,837,1113,1950,6.14,962918,Resold,2,695708,15
S227,V016,Car,Hyundai,SUV,Exter,CNG,2023,August,7430,889,1181,2070,16.38,962918,Resold,2,695708,15
S228,V016,Car,Hyundai,SUV,Exter,CNG,2023,September,8647,1034,1375,2409,-6.36,962918,Resold,2,695708,15
S229,V016,Car,Hyundai,SUV,Exter,CNG,2023,October,8097,968,1287,2255,2.82,962918,Resold,2,695708,15
S230,V016,Car,Hyundai,SUV,Exter,CNG,2023,November,8325,996,1324,2320,-9.72,962918,Resold,2,695708,15
S231,V016,Car,Hyundai,SUV,Exter,CNG,2023,December,7516,899,1195,2094,81.52,962918,Resold,2,695708,15
S232,V017,Car,Maruti Suzuki,SUV,Fronx,Petrol,2024,January,13643,1553,2046,3599,3.85,845070,Resold,2,610563,15
S233,V017,Car,Maruti Suzuki,SUV,Fronx,Petrol,2024,February,14168,1612,2125,3737,-11.55,845070,Resold,2,610563,15
S234,V017,Car,Maruti Suzuki,SUV,Fronx,Petrol,2024,March,12531,1426,1880,3306,14.01,845070,Resold,2,610563,15
S235,V017,Car,Maruti Suzuki,SUV,Fronx,Petrol,2024,April,14286,1626,2143,3769,-11.23,845070,Resold,2,610563,15
S236,V017,Car,Maruti Suzuki,SUV,Fronx,Petrol,2024,May,12681,1443,1902,3345,-23.6,845070,Resold,2,610563,15
S237,V017,Car,Maruti Suzuki,SUV,Fronx,Petrol,2024,June,9688,1102,1453,2555,12.77,845070,Resold,2,610563,15
S238,V017,Car,Maruti Suzuki,SUV,Fronx,Petrol,2024,July,10925,1243,1639,2882,13.38,845070,Resold,2,610563,15
S239,V017,Car,Maruti Suzuki,SUV,Fronx,Petrol,2024,August,12387,1410,1858,3268,12,845070,Resold,2,610563,15
S240,V017,Car,Maruti Suzuki,SUV,Fronx,Petrol,2024,September,13874,1579,2081,3660,18.34,845070,Resold,2,610563,15
S241,V017,Car,Maruti Suzuki,SUV,Fronx,Petrol,2024,October,16419,1868,2463,4331,-9.36,845070,Resold,2,610563,15
S242,V017,Car,Maruti Suzuki,SUV,Fronx,Petrol,2024,November,14882,1694,2232,3926,-27.75,845070,Resold,2,610563,15
S243,V017,Car,Maruti Suzuki,SUV,Fronx,Petrol,2024,December,10752,1224,1613,2837,-18.3,845070,Resold,2,610563,15
S244,V017,Car,Maruti Suzuki,SUV,Fronx,Petrol,2023,April,8784,1051,1397,2448,12.28,845070,Resold,2,610563,15
S245,V017,Car,Maruti Suzuki,SUV,Fronx,Petrol,2023,May,9863,1180,1568,2748,-18.98,845070,Resold,2,610563,15
S246,V017,Car,Maruti Suzuki,SUV,Fronx,Petrol,2023,June,7991,956,1271,2227,65.44,845070,Resold,2,610563,15
S247,V017,Car,Maruti Suzuki,SUV,Fronx,Petrol,2023,July,13220,1581,2102,3683,-7.99,845070,Resold,2,610563,15
S248,V017,Car,Maruti Suzuki,SUV,Fronx,Petrol,2023,August,12164,1455,1934,3389,-5.83,845070,Resold,2,610563,15
S249,V018,Car,Maruti Suzuki,SUV,Fronx,CNG,2023,September,11455,1370,1821,3191,-0.7,940815,Resold,2,679739,15
S250,V018,Car,Maruti Suzuki,SUV,Fronx,CNG,2023,October,11375,1360,1809,3169,-13.26,940815,Resold,2,679739,15
S251,V018,Car,Maruti Suzuki,SUV,Fronx,CNG,2023,November,9867,1180,1569,2749,-1.77,940815,Resold,2,679739,15
S252,V018,Car,Maruti Suzuki,SUV,Fronx,CNG,2023,December,9692,1159,1541,2700,31.02,940815,Resold,2,679739,15
S253,V018,Car,Maruti Suzuki,SUV,Fronx,CNG,2024,October,12698,1445,1905,3350,-58.04,940815,Resold,2,679739,15
S254,V019,Car,Hyundai,HatchBack,Grand i10  ,Petrol,2024,May,5328,606,799,1405,0.69,684532,Resold,5,53229,40
S255,V019,Car,Hyundai,HatchBack,Grand i10,Petrol,2024,August,5365,611,805,1416,16.22,684532,Resold,5,53229,40
S256,V019,Car,Hyundai,HatchBack,Grand i10,Petrol,2024,October,6235,710,935,1645,-9.11,684532,Resold,5,53229,40
S257,V019,Car,Hyundai,HatchBack,Grand i10,Petrol,2024,November,5667,645,850,1495,-20.79,684532,Resold,5,53229,40
S258,V019,Car,Hyundai,HatchBack,Grand i10,Petrol,2024,December,4489,511,673,1184,95.14,684532,Resold,5,53229,40
S259,V019,Car,Hyundai,HatchBack,Grand i10,Petrol,2023,January,8760,1048,1393,2441,9.99,684532,Resold,5,53229,40
S260,V019,Car,Hyundai,HatchBack,Grand i10,Petrol,2023,February,9635,1152,1532,2684,-3.44,684532,Resold,5,53229,40
S261,V019,Car,Hyundai,HatchBack,Grand i10,Petrol,2023,March,9304,1113,1479,2592,-26.49,684532,Resold,5,53229,40
S262,V019,Car,Hyundai,HatchBack,Grand i10,Petrol,2023,April,6839,818,1087,1905,-6.64,684532,Resold,5,53229,40
S263,V019,Car,Hyundai,HatchBack,Grand i10  ,Petrol,2023,May,6385,764,1015,1779,-1,684532,Resold,5,53229,40
S264,V019,Car,Hyundai,HatchBack,Grand i10,Petrol,2023,June,6321,756,1005,1761,3.65,684532,Resold,5,53229,40
S265,V019,Car,Hyundai,HatchBack,Grand i10,Petrol,2023,October,6552,784,1042,1826,-19.92,684532,Resold,5,53229,40
S266,V019,Car,Hyundai,HatchBack,Grand i10,Petrol,2023,December,5247,628,834,1462,30.84,684532,Resold,5,53229,40
S267,V020,Car,Hyundai,HatchBack,Grand i10 Nios,CNG,2024,January,6865,781,1030,1811,-22.26,872099,Resold,2,630092,15
S268,V020,Car,Hyundai,HatchBack,Grand i10 Nios,CNG,2023,July,5337,638,849,1487,36.89,872099,Resold,2,630092,15
S269,V020,Car,Hyundai,HatchBack,Grand i10 Nios,CNG,2023,August,7306,874,1162,2036,83.93,872099,Resold,2,630092,15
S270,V021,Car,Maruti Suzuki,SUV,Grand Vitara,CNG,2024,January,13438,1529,2016,3545,-18.13,1532268,Resold,3,784521,20
S271,V021,Car,Maruti Suzuki,SUV,Grand Vitara,CNG,2024,February,11002,1252,1650,2902,2.09,1532268,Resold,3,784521,20
S272,V021,Car,Maruti Suzuki,SUV,Grand Vitara,CNG,2024,March,11232,1278,1685,2963,-31.88,1532268,Resold,3,784521,20
S273,V021,Car,Maruti Suzuki,SUV,Grand Vitara,CNG,2024,April,7651,871,1148,2019,27.25,1532268,Resold,3,784521,20
S274,V021,Car,Maruti Suzuki,SUV,Grand Vitara,CNG,2024,May,9736,1108,1460,2568,-0.59,1532268,Resold,3,784521,20
S275,V021,Car,Maruti Suzuki,SUV,Grand Vitara,CNG,2024,June,9679,1101,1452,2553,-2.91,1532268,Resold,3,784521,20
S276,V021,Car,Maruti Suzuki,SUV,Grand Vitara,CNG,2024,July,9397,1069,1410,2479,-4,1532268,Resold,3,784521,20
S277,V021,Car,Maruti Suzuki,SUV,Grand Vitara,CNG,2024,August,9021,1027,1353,2380,13.81,1532268,Resold,3,784521,20
S278,V021,Car,Maruti Suzuki,SUV,Grand Vitara,CNG,2024,September,10267,1168,1540,2708,37.17,1532268,Resold,3,784521,20
S279,V021,Car,Maruti Suzuki,SUV,Grand Vitara,CNG,2024,October,14083,1603,2112,3715,-27.94,1532268,Resold,3,784521,20
S280,V021,Car,Maruti Suzuki,SUV,Grand Vitara,CNG,2024,November,10148,1155,1522,2677,-30.1,1532268,Resold,3,784521,20
S281,V021,Car,Maruti Suzuki,SUV,Grand Vitara,CNG,2024,December,7093,807,1064,1871,22.12,1532268,Resold,3,784521,20
S282,V021,Car,Maruti Suzuki,SUV,Grand Vitara,CNG,2023,January,8662,1036,1377,2413,6.01,1532268,Resold,3,784521,20
S283,V021,Car,Maruti Suzuki,SUV,Grand Vitara,CNG,2023,February,9183,1098,1460,2558,9.39,1532268,Resold,3,784521,20
S284,V021,Car,Maruti Suzuki,SUV,Grand Vitara,CNG,2023,March,10045,1201,1597,2798,-22.93,1532268,Resold,3,784521,20
S285,V021,Car,Maruti Suzuki,SUV,Grand Vitara,CNG,2023,April,7742,926,1231,2157,14.66,1532268,Resold,3,784521,20
S286,V021,Car,Maruti Suzuki,SUV,Grand Vitara,CNG,2023,May,8877,1062,1411,2473,18.13,1532268,Resold,3,784521,20
S287,V021,Car,Maruti Suzuki,SUV,Grand Vitara,CNG,2023,June,10486,1254,1667,2921,-13.42,1532268,Resold,3,784521,20
S288,V021,Car,Maruti Suzuki,SUV,Grand Vitara,CNG,2023,July,9079,1086,1444,2530,30.17,1532268,Resold,3,784521,20
S289,V021,Car,Maruti Suzuki,SUV,Grand Vitara,CNG,2023,August,11818,1413,1879,3292,-0.69,1532268,Resold,3,784521,20
S290,V021,Car,Maruti Suzuki,SUV,Grand Vitara,CNG,2023,September,11736,1404,1866,3270,-7.69,1532268,Resold,3,784521,20
S291,V021,Car,Maruti Suzuki,SUV,Grand Vitara,CNG,2023,October,10834,1296,1723,3019,-26.74,1532268,Resold,3,784521,20
S292,V021,Car,Maruti Suzuki,SUV,Grand Vitara,CNG,2023,November,7937,949,1262,2211,-11.96,1532268,Resold,3,784521,20
S293,V021,Car,Maruti Suzuki,SUV,Grand Vitara,CNG,2023,December,6988,836,1111,1947,-19.85,1532268,Resold,3,784521,20
S294,V022,Car,Toyota,SUV,Hyryder,CNG,2024,February,5601,637,840,1477,6.5,1585021,Resold,3,811531,20
S295,V022,Car,Toyota,SUV,Hyryder,CNG,2024,March,5965,679,895,1574,24.38,1585021,Resold,3,811531,20
S296,V022,Car,Toyota,SUV,Hyryder,CNG,2024,July,7419,844,1113,1957,-11.93,1585021,Resold,3,811531,20
S297,V022,Car,Toyota,SUV,Hyryder,CNG,2024,August,6534,744,980,1724,-17.58,1585021,Resold,3,811531,20
S298,V022,Car,Toyota,SUV,Hyryder,CNG,2024,September,5385,613,808,1421,-11.42,1585021,Resold,3,811531,20
S299,V022,Car,Toyota,SUV,Hyryder,CNG,2024,December,4770,543,716,1259,4.32,1585021,Resold,3,811531,20
S300,V022,Car,Toyota,SUV,Hyryder,CNG,2023,December,4976,595,791,1386,42.34,1585021,Resold,3,811531,20
S301,V023,Car,Hyundai,HatchBack,i20  ,Petrol,2024,January,7083,806,1062,1868,-17.52,592000,Resold,5,46034,40
S302,V024,Car,Maruti Suzuki,HatchBack,Ignis,Petrol,2023,January,5842,699,929,1628,-18.71,642684,Resold,6,10042,50
S303,V024,Car,Maruti Suzuki,HatchBack,Ignis,Petrol,2023,February,4749,568,755,1323,97.94,642684,Resold,6,10042,50
S304,V025,Car,Toyota,MUV,Innova Crysta,Diesel,2024,January,9400,1070,1410,2480,-9.78,2375174,Resold,5,184694,40
S305,V025,Car,Toyota,MUV,Innova Crysta,Diesel,2024,February,8481,965,1272,2237,16.73,2375174,Resold,5,184694,40
S306,V025,Car,Toyota,MUV,Innova Crysta,Diesel,2024,March,9900,1127,1485,2612,-28.25,2375174,Resold,5,184694,40
S307,V025,Car,Toyota,MUV,Innova Crysta,Diesel,2024,April,7103,808,1065,1873,17.71,2375174,Resold,5,184694,40
S308,V025,Car,Toyota,MUV,Innova Crysta,Diesel,2023,June,8361,1000,1329,2329,6.87,2375174,Resold,5,184694,40
S309,V025,Car,Toyota,MUV,Innova Crysta,Diesel,2023,July,8935,1069,1421,2490,-3.01,2375174,Resold,5,184694,40
S310,V025,Car,Toyota,MUV,Innova Crysta,Diesel,2023,August,8666,1036,1378,2414,2.7,2375174,Resold,5,184694,40
S311,V025,Car,Toyota,MUV,Innova Crysta,Diesel,2023,September,8900,1064,1415,2479,-8.06,2375174,Resold,5,184694,40
S312,V025,Car,Toyota,MUV,Innova Crysta,Diesel,2023,October,8183,979,1301,2280,-15.56,2375174,Resold,5,184694,40
S313,V025,Car,Toyota,MUV,Innova Crysta,Diesel,2023,November,6910,826,1099,1925,13.34,2375174,Resold,5,184694,40
S314,V025,Car,Toyota,MUV,Innova Crysta,Diesel,2023,December,7832,937,1245,2182,9.14,2375174,Resold,5,184694,40
S315,V026,Car,Toyota,MUV,Innova Hycross,Petrol,2024,May,8548,973,1282,2255,10.11,2319456,Resold,2,1675807,15
S316,V026,Car,Toyota,MUV,Innova Hycross,Petrol,2024,June,9412,1071,1412,2483,5.31,2319456,Resold,2,1675807,15
S317,V026,Car,Toyota,MUV,Innova Hycross,Petrol,2024,July,9912,1128,1487,2615,-2.27,2319456,Resold,2,1675807,15
S318,V026,Car,Toyota,MUV,Innova Hycross,Petrol,2024,August,9687,1102,1453,2555,-16.88,2319456,Resold,2,1675807,15
S319,V026,Car,Toyota,MUV,Innova Hycross,Petrol,2024,September,8052,916,1208,2124,9.76,2319456,Resold,2,1675807,15
S320,V026,Car,Toyota,MUV,Innova Hycross,Petrol,2024,October,8838,1006,1326,2332,-10.99,2319456,Resold,2,1675807,15
S321,V026,Car,Toyota,MUV,Innova Hycross,Petrol,2024,November,7867,895,1180,2075,23.3,2319456,Resold,2,1675807,15
S322,V026,Car,Toyota,MUV,Innova Hycross,Petrol,2024,December,9700,1104,1455,2559,-16.75,2319456,Resold,2,1675807,15
S323,V026,Car,Toyota,MUV,Innova Hycross,Petrol,2023,March,8075,966,1284,2250,-3.7,2319456,Resold,2,1675807,15
S324,V026,Car,Toyota,MUV,Innova Hycross,Petrol,2023,May,7776,930,1236,2166,120.96,2319456,Resold,2,1675807,15
S325,V027,Car,Tata,SUV,Nexon,Diesel,2024,January,17182,1955,2577,4532,-16.22,1137226,Resold,5,88431,40
S326,V027,Car,Tata,SUV,Nexon,Diesel,2024,February,14395,1638,2159,3797,-2.34,1137226,Resold,5,88431,40
S327,V027,Car,Tata,SUV,Nexon,Diesel,2024,March,14058,1600,2109,3709,-20.56,1137226,Resold,5,88431,40
S328,V027,Car,Tata,SUV,Nexon,Diesel,2024,April,11168,1271,1675,2946,2.59,1137226,Resold,5,88431,40
S329,V027,Car,Tata,SUV,Nexon,Diesel,2024,May,11457,1304,1719,3023,5.32,1137226,Resold,5,88431,40
S330,V027,Car,Tata,SUV,Nexon,Diesel,2024,June,12066,1373,1810,3183,15.22,1137226,Resold,5,88431,40
S331,V027,Car,Tata,SUV,Nexon,Diesel,2024,July,13902,1582,2085,3667,-11.6,1137226,Resold,5,88431,40
S332,V027,Car,Tata,SUV,Nexon,Diesel,2024,August,12289,1398,1843,3241,-6.66,1137226,Resold,5,88431,40
S333,V027,Car,Tata,SUV,Nexon,Diesel,2024,September,11470,1305,1721,3026,28.67,1137226,Resold,5,88431,40
S334,V027,Car,Tata,SUV,Nexon,Diesel,2024,October,14759,1680,2214,3894,3.86,1137226,Resold,5,88431,40
S335,V027,Car,Tata,SUV,Nexon,Diesel,2024,November,15329,1744,2299,4043,-11.7,1137226,Resold,5,88431,40
S336,V027,Car,Tata,SUV,Nexon,Diesel,2024,December,13536,1540,2030,3570,-88.5,1137226,Resold,5,88431,40
S337,V027,Car,Tata,SUV,Nexon,Diesel,2023,January,1556,186,247,433,794.22,1137226,Resold,5,88431,40
S338,V027,Car,Tata,SUV,Nexon,Diesel,2023,February,13914,1664,2212,3876,6.14,1137226,Resold,5,88431,40
S339,V027,Car,Tata,SUV,Nexon,Diesel,2023,March,14769,1766,2348,4114,1.58,1137226,Resold,5,88431,40
S340,V027,Car,Tata,SUV,Nexon,Diesel,2023,April,15002,1794,2385,4179,-3.86,1137226,Resold,5,88431,40
S341,V027,Car,Tata,SUV,Nexon,Diesel,2023,May,14423,1725,2293,4018,-4.13,1137226,Resold,5,88431,40
S342,V027,Car,Tata,SUV,Nexon,Diesel,2023,June,13827,1654,2198,3852,-10.69,1137226,Resold,5,88431,40
S343,V027,Car,Tata,SUV,Nexon,Diesel,2023,July,12349,1477,1963,3440,-34.82,1137226,Resold,5,88431,40
S344,V027,Car,Tata,SUV,Nexon,Diesel,2023,August,8049,963,1280,2243,90.4,1137226,Resold,5,88431,40
S345,V027,Car,Tata,SUV,Nexon,Diesel,2023,September,15325,1833,2437,4270,10.19,1137226,Resold,5,88431,40
S346,V027,Car,Tata,SUV,Nexon,Diesel,2023,October,16887,2020,2685,4705,-11.41,1137226,Resold,5,88431,40
S347,V027,Car,Tata,SUV,Nexon,Diesel,2023,November,14961,1789,2379,4168,2.16,1137226,Resold,5,88431,40
S348,V027,Car,Tata,SUV,Nexon,Diesel,2023,December,15284,1828,2430,4258,17.63,1137226,Resold,5,88431,40
S349,V028,Car,Tata,SUV,Punch,CNG,2024,January,17978,2046,2697,4743,2.56,823613,Resold,4,197749,30
S350,V028,Car,Tata,SUV,Punch,CNG,2024,February,18438,2098,2766,4864,-4.83,823613,Resold,4,197749,30
S351,V028,Car,Tata,SUV,Punch,CNG,2024,March,17547,1997,2632,4629,9.18,823613,Resold,4,197749,30
S352,V028,Car,Tata,SUV,Punch,CNG,2024,April,19158,2180,2874,5054,-1.09,823613,Resold,4,197749,30
S353,V028,Car,Tata,SUV,Punch,CNG,2024,May,18949,2156,2842,4998,-3.75,823613,Resold,4,197749,30
S354,V028,Car,Tata,SUV,Punch,CNG,2024,June,18238,2075,2736,4811,-11.61,823613,Resold,4,197749,30
S355,V028,Car,Tata,SUV,Punch,CNG,2024,July,16121,1835,2418,4253,-2.97,823613,Resold,4,197749,30
S356,V028,Car,Tata,SUV,Punch,CNG,2024,August,15643,1780,2346,4126,-12.35,823613,Resold,4,197749,30
S357,V028,Car,Tata,SUV,Punch,CNG,2024,September,13711,1560,2057,3617,14.8,823613,Resold,4,197749,30
S358,V028,Car,Tata,SUV,Punch,CNG,2024,October,15740,1791,2361,4152,-1.94,823613,Resold,4,197749,30
S359,V028,Car,Tata,SUV,Punch,CNG,2024,November,15435,1757,2315,4072,-2.35,823613,Resold,4,197749,30
S360,V028,Car,Tata,SUV,Punch,CNG,2024,December,15073,1715,2261,3976,-20.35,823613,Resold,4,197749,30
S361,V028,Car,Tata,SUV,Punch,CNG,2023,January,12006,1436,1909,3345,-6.97,823613,Resold,4,197749,30
S362,V028,Car,Tata,SUV,Punch,CNG,2023,February,11169,1336,1776,3112,-2.46,823613,Resold,4,197749,30
S363,V028,Car,Tata,SUV,Punch,CNG,2023,March,10894,1303,1732,3035,0.37,823613,Resold,4,197749,30
S364,V028,Car,Tata,SUV,Punch,CNG,2023,April,10934,1308,1739,3047,1.74,823613,Resold,4,197749,30
S365,V028,Car,Tata,SUV,Punch,CNG,2023,May,11124,1330,1769,3099,-1.2,823613,Resold,4,197749,30
S366,V028,Car,Tata,SUV,Punch,CNG,2023,June,10990,1314,1747,3061,9.36,823613,Resold,4,197749,30
S367,V028,Car,Tata,SUV,Punch,CNG,2023,July,12019,1437,1911,3348,20.83,823613,Resold,4,197749,30
S368,V028,Car,Tata,SUV,Punch,CNG,2023,August,14523,1737,2309,4046,-10.24,823613,Resold,4,197749,30
S369,V028,Car,Tata,SUV,Punch,CNG,2023,September,13036,1559,2073,3632,17.5,823613,Resold,4,197749,30
S370,V028,Car,Tata,SUV,Punch,CNG,2023,October,15317,1832,2435,4267,-6.1,823613,Resold,4,197749,30
S371,V028,Car,Tata,SUV,Punch,CNG,2023,November,14383,1720,2287,4007,-4.14,823613,Resold,4,197749,30
S372,V028,Car,Tata,SUV,Punch,CNG,2023,December,13787,1649,2192,3841,3.67,823613,Resold,4,197749,30
S373,V029,Car,Mahindra,SUV,Scorpio,Diesel,2024,January,14293,1627,2144,3771,5.3,1628369,Resold,5,126622,40
S374,V029,Car,Mahindra,SUV,Scorpio,Diesel,2024,February,15051,1713,2258,3971,0.66,1628369,Resold,5,126622,40
S375,V029,Car,Mahindra,SUV,Scorpio,Diesel,2024,March,15151,1724,2273,3997,-2.27,1628369,Resold,5,126622,40
S376,V029,Car,Mahindra,SUV,Scorpio,Diesel,2024,April,14807,1685,2221,3906,-7.36,1628369,Resold,5,126622,40
S377,V029,Car,Mahindra,SUV,Scorpio,Diesel,2024,May,13717,1561,2058,3619,-10.28,1628369,Resold,5,126622,40
S378,V029,Car,Mahindra,SUV,Scorpio,Diesel,2024,June,12307,1401,1846,3247,-0.57,1628369,Resold,5,126622,40
S379,V029,Car,Mahindra,SUV,Scorpio,Diesel,2024,July,12237,1393,1836,3229,12.67,1628369,Resold,5,126622,40
S380,V029,Car,Mahindra,SUV,Scorpio,Diesel,2024,August,13787,1569,2068,3637,4.72,1628369,Resold,5,126622,40
S381,V029,Car,Mahindra,SUV,Scorpio,Diesel,2024,September,14438,1643,2166,3809,8.58,1628369,Resold,5,126622,40
S382,V029,Car,Mahindra,SUV,Scorpio,Diesel,2024,October,15677,1784,2352,4136,-18.96,1628369,Resold,5,126622,40
S383,V029,Car,Mahindra,SUV,Scorpio,Diesel,2024,November,12704,1446,1906,3352,-4.01,1628369,Resold,5,126622,40
S384,V029,Car,Mahindra,SUV,Scorpio,Diesel,2024,December,12195,1388,1829,3217,-28.54,1628369,Resold,5,126622,40
S385,V029,Car,Mahindra,SUV,Scorpio,Diesel,2023,January,8715,1042,1386,2428,-20.25,1628369,Resold,5,126622,40
S386,V029,Car,Mahindra,SUV,Scorpio,Diesel,2023,February,6950,831,1105,1936,26.45,1628369,Resold,5,126622,40
S387,V029,Car,Mahindra,SUV,Scorpio,Diesel,2023,March,8788,1051,1397,2448,9.43,1628369,Resold,5,126622,40
S388,V029,Car,Mahindra,SUV,Scorpio,Diesel,2023,April,9617,1150,1529,2679,-3.11,1628369,Resold,5,126622,40
S389,V029,Car,Mahindra,SUV,Scorpio,Diesel,2023,May,9318,1114,1482,2596,-7.19,1628369,Resold,5,126622,40
S390,V029,Car,Mahindra,SUV,Scorpio,Diesel,2023,June,8648,1034,1375,2409,21.67,1628369,Resold,5,126622,40
S391,V029,Car,Mahindra,SUV,Scorpio,Diesel,2023,July,10522,1258,1673,2931,-5.93,1628369,Resold,5,126622,40
S392,V029,Car,Mahindra,SUV,Scorpio,Diesel,2023,August,9898,1184,1574,2758,19.68,1628369,Resold,5,126622,40
S393,V029,Car,Mahindra,SUV,Scorpio,Diesel,2023,September,11846,1417,1884,3301,14.62,1628369,Resold,5,126622,40
S394,V029,Car,Mahindra,SUV,Scorpio,Diesel,2023,October,13578,1624,2159,3783,-10.26,1628369,Resold,5,126622,40
S395,V029,Car,Mahindra,SUV,Scorpio,Diesel,2023,November,12185,1457,1937,3394,-6.81,1628369,Resold,5,126622,40
S396,V029,Car,Mahindra,SUV,Scorpio,Diesel,2023,December,11355,1358,1805,3163,-43.72,1628369,Resold,5,126622,40
S397,V030,Car,Kia,SUV,Seltos,Diesel,2024,January,6391,727,959,1686,-1.97,1503387,Resold,5,116903,40
S398,V030,Car,Kia,SUV,Seltos,Diesel,2024,February,6265,713,940,1653,26.29,1503387,Resold,5,116903,40
S399,V030,Car,Kia,SUV,Seltos,Diesel,2024,March,7912,900,1187,2087,-14.89,1503387,Resold,5,116903,40
S400,V030,Car,Kia,SUV,Seltos,Diesel,2024,April,6734,766,1010,1776,0.03,1503387,Resold,5,116903,40
S401,V030,Car,Kia,SUV,Seltos,Diesel,2024,May,6736,767,1010,1777,-6.38,1503387,Resold,5,116903,40
S402,V030,Car,Kia,SUV,Seltos,Diesel,2024,June,6306,718,946,1664,-15.21,1503387,Resold,5,116903,40
S403,V030,Car,Kia,SUV,Seltos,Diesel,2024,July,5347,608,802,1410,22.24,1503387,Resold,5,116903,40
S404,V030,Car,Kia,SUV,Seltos,Diesel,2024,August,6536,744,980,1724,6.47,1503387,Resold,5,116903,40
S405,V030,Car,Kia,SUV,Seltos,Diesel,2024,September,6959,792,1044,1836,-8.54,1503387,Resold,5,116903,40
S406,V030,Car,Kia,SUV,Seltos,Diesel,2024,October,6365,724,955,1679,-15.73,1503387,Resold,5,116903,40
S407,V030,Car,Kia,SUV,Seltos,Diesel,2024,November,5364,610,805,1415,95.19,1503387,Resold,5,116903,40
S408,V030,Car,Kia,SUV,Seltos,Diesel,2023,January,10470,1252,1665,2917,-23.48,1503387,Resold,5,116903,40
S409,V030,Car,Kia,SUV,Seltos,Diesel,2023,February,8012,958,1274,2232,-18.2,1503387,Resold,5,116903,40
S410,V030,Car,Kia,SUV,Seltos,Diesel,2023,March,6554,784,1042,1826,10.05,1503387,Resold,5,116903,40
S411,V030,Car,Kia,SUV,Seltos,Diesel,2023,April,7213,863,1147,2010,-43.64,1503387,Resold,5,116903,40
S412,V030,Car,Kia,SUV,Seltos,Diesel,2023,May,4065,486,646,1132,139.61,1503387,Resold,5,116903,40
S413,V030,Car,Kia,SUV,Seltos,Diesel,2023,July,9740,1165,1549,2714,9.84,1503387,Resold,5,116903,40
S414,V030,Car,Kia,SUV,Seltos,Diesel,2023,August,10698,1279,1701,2980,-1.31,1503387,Resold,5,116903,40
S415,V030,Car,Kia,SUV,Seltos,Diesel,2023,September,10558,1263,1679,2942,17.09,1503387,Resold,5,116903,40
S416,V030,Car,Kia,SUV,Seltos,Diesel,2023,October,12362,1478,1966,3444,-5.48,1503387,Resold,5,116903,40
S417,V030,Car,Kia,SUV,Seltos,Diesel,2023,November,11684,1397,1858,3255,-14.78,1503387,Resold,5,116903,40
